bisonID,basisOfRecord,catalogNumber,collectorNumber,recordedBy,providerID,institutionCode,resourceID,ownerInstitutionCollectionCode,eventDate,year,verbatimEventDate,providedScientificName,scientificName,ITISscientificName,providedCommonName,ITIScommonName,ITIStsn,validAcceptedITIStsn,providedTSN,decimalLatitude,decimalLongitude,geodeticDatum,coordinatePrecision,coordinateUncertaintyInMeters,verbatimElevation,verbatimDepth,centroid,higherGeographyID,computedCountyFips,providedCounty,calculatedCounty,providedState,calculatedState,mrgid,calculated_waterbody,establishmentMeans,countryCode,institutionID,collectionID,relatedResourceID,associatedMedia,associatedReferences,generalComments,license
2274050579,unknown,ARTHARCH00054689,,Mark Deyrup,02f2bde4-0f13-4e71-b359-c3cb11ea9751,Archbold Biological Station,577a17c0-b6fa-41cb-b14b-86180bab41f9,Archbold Biological Station Arthropod Collection,2003-07-26,2003,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,,,,,,,,,,,Kennebec County,,Maine,,,,,US,http://www.archbold-station.org,http://scan-bugs.org/portal/collections/misc/collprofiles.php?collid=104,,,,,CC_BY_NC_4_0
131333768,specimen,22035,,B. N. Danforth,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,Universidade de São Paulo,86aba78e-f762-11e1-a439-00145eb45e9a,CEPANN - Coleção Entomológica Paulo Nogueira-Neto - IB/USP,1998-08-21,1998,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,42.96649932861328,-76.9468002319336,,,,,,,,36099,,Seneca County,New York,New York,,,,US,http://www.usp.br,http://ipt1.cria.org.br/ipt/resource?r=cepann,,,,,CC_BY_NC_4_0
657728732,specimen,233028,,"Eickwort, George",b554c320-0560-11d8-b851-b8a03c50a862,University of Kansas Biodiversity Institute,aae308f4-9f9c-4cdd-b4ef-c026f48be551,Snow Entomological Museum Collection,1980-07-30,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.31639862060547,-76.7249984741211,,,,,,,,36117,Cayuga,Wayne County,New York,New York,,,,US,http://www.nhm.ku.edu/,http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_entomology,,,,,CC_BY_4_0
2013898677,specimen,UNHC-00004913,,D. S. Chandler,154da9ab-c010-422d-8fef-dbc54d10a3c6,University of New Hamsphire Collection of Insects and other Arthropods,bb2089d6-6c7c-4fa0-9509-f5e46244b0a6,University of New Hamsphire Collection of Insects and other Arthropods,1995-07-27,1995,7/27/95,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,42.720001220703125,-71.6500015258789,,,,,,,,33011,Hillsborough,Hillsborough County,New Hampshire,New Hampshire,,,,US,http://unhcollection.unh.edu/,https://unhcollection.unh.edu:443/database/collections/misc/collprofiles.php?collid=1,,,,,CC_BY_4_0
2013898663,specimen,UNHC-00004915,,D. S. Chandler,154da9ab-c010-422d-8fef-dbc54d10a3c6,University of New Hamsphire Collection of Insects and other Arthropods,bb2089d6-6c7c-4fa0-9509-f5e46244b0a6,University of New Hamsphire Collection of Insects and other Arthropods,1995-07-27,1995,7/27/95,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,42.720001220703125,-71.6500015258789,,,,,,,,33011,Hillsborough,Hillsborough County,New Hampshire,New Hampshire,,,,US,http://unhcollection.unh.edu/,https://unhcollection.unh.edu:443/database/collections/misc/collprofiles.php?collid=1,,,,,CC_BY_4_0
2013898646,specimen,UNHC-00004916,,D. S. Chandler,154da9ab-c010-422d-8fef-dbc54d10a3c6,University of New Hamsphire Collection of Insects and other Arthropods,bb2089d6-6c7c-4fa0-9509-f5e46244b0a6,University of New Hamsphire Collection of Insects and other Arthropods,1995-07-28,1995,7/28/95,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,42.7400016784668,-71.68000030517578,,,,,,,,33011,Hillsborough,Hillsborough County,New Hampshire,New Hampshire,,,,US,http://unhcollection.unh.edu/,https://unhcollection.unh.edu:443/database/collections/misc/collprofiles.php?collid=1,,,,,CC_BY_4_0
2013898720,specimen,UNHC-00004914,,D. S. Chandler,154da9ab-c010-422d-8fef-dbc54d10a3c6,University of New Hamsphire Collection of Insects and other Arthropods,bb2089d6-6c7c-4fa0-9509-f5e46244b0a6,University of New Hamsphire Collection of Insects and other Arthropods,1995-07-27,1995,7/27/95,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,42.720001220703125,-71.6500015258789,,,,,,,,33011,Hillsborough,Hillsborough County,New Hampshire,New Hampshire,,,,US,http://unhcollection.unh.edu/,https://unhcollection.unh.edu:443/database/collections/misc/collprofiles.php?collid=1,,,,,CC_BY_4_0
2013898716,specimen,UNHC-00004917,,D. S. Chandler,154da9ab-c010-422d-8fef-dbc54d10a3c6,University of New Hamsphire Collection of Insects and other Arthropods,bb2089d6-6c7c-4fa0-9509-f5e46244b0a6,University of New Hamsphire Collection of Insects and other Arthropods,1995-07-28,1995,7/28/95,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,42.7400016784668,-71.68000030517578,,,,,,,,33011,Hillsborough,Hillsborough County,New Hampshire,New Hampshire,,,,US,http://unhcollection.unh.edu/,https://unhcollection.unh.edu:443/database/collections/misc/collprofiles.php?collid=1,,,,,CC_BY_4_0
657839254,specimen,233034,,"Ascher, J",b554c320-0560-11d8-b851-b8a03c50a862,University of Kansas Biodiversity Institute,aae308f4-9f9c-4cdd-b4ef-c026f48be551,Snow Entomological Museum Collection,1998-07-11,1998,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.31639862060547,-76.7249984741211,,,,,,,,36117,Cayuga,Wayne County,New York,New York,,,,US,http://www.nhm.ku.edu/,http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_entomology,,,,,CC_BY_4_0
658212190,specimen,233022,,unknown,b554c320-0560-11d8-b851-b8a03c50a862,University of Kansas Biodiversity Institute,aae308f4-9f9c-4cdd-b4ef-c026f48be551,Snow Entomological Museum Collection,1918-07-27,1918,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,40.8838996887207,-74.5625,,,,,,,,34027,Morris,Morris County,New Jersey,New Jersey,,,,US,http://www.nhm.ku.edu/,http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_entomology,,,,,CC_BY_4_0
657800471,specimen,233024,,"Eickwort, George",b554c320-0560-11d8-b851-b8a03c50a862,University of Kansas Biodiversity Institute,aae308f4-9f9c-4cdd-b4ef-c026f48be551,Snow Entomological Museum Collection,1980-08-18,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.31639862060547,-76.7249984741211,,,,,,,,36117,Cayuga,Wayne County,New York,New York,,,,US,http://www.nhm.ku.edu/,http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_entomology,,,,,CC_BY_4_0
658341526,specimen,233029,,"Danforth, Bryan",b554c320-0560-11d8-b851-b8a03c50a862,University of Kansas Biodiversity Institute,aae308f4-9f9c-4cdd-b4ef-c026f48be551,Snow Entomological Museum Collection,1998-08-21,1998,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.31639862060547,-76.7249984741211,,,,,,,,36117,Cayuga,Wayne County,New York,New York,,,,US,http://www.nhm.ku.edu/,http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_entomology,,,,,CC_BY_4_0
658239032,specimen,233032,,"Ascher, J",b554c320-0560-11d8-b851-b8a03c50a862,University of Kansas Biodiversity Institute,aae308f4-9f9c-4cdd-b4ef-c026f48be551,Snow Entomological Museum Collection,1998-07-11,1998,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.31639862060547,-76.7249984741211,,,,,,,,36117,Cayuga,Wayne County,New York,New York,,,,US,http://www.nhm.ku.edu/,http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_entomology,,,,,CC_BY_4_0
658231575,specimen,233031,,"Danforth, Bryan",b554c320-0560-11d8-b851-b8a03c50a862,University of Kansas Biodiversity Institute,aae308f4-9f9c-4cdd-b4ef-c026f48be551,Snow Entomological Museum Collection,1998-08-21,1998,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.31639862060547,-76.7249984741211,,,,,,,,36117,Cayuga,Wayne County,New York,New York,,,,US,http://www.nhm.ku.edu/,http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_entomology,,,,,CC_BY_4_0
658770942,specimen,BBSL173539,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-08-05,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658770960,specimen,BBSL173566,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-08-13,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658770979,specimen,BBSL173594,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-08-18,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658770997,specimen,BBSL173829,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-08-18,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771004,specimen,BBSL173403,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-17,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771022,specimen,BBSL173421,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-17,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771040,specimen,BBSL173439,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-15,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771059,specimen,BBSL173494,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-15,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771077,specimen,BBSL173512,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-15,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771095,specimen,BBSL173533,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-07-30,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771103,specimen,BBSL173565,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-07-30,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771121,specimen,BBSL173685,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-07-30,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771158,specimen,BBSL173598,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1983-08-24,1983,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771176,specimen,BBSL173662,,W.E. LaBerge,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1956-08-26,1956,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.972801208496094,-74.4208984375,,,,,,,,36041,Hamilton,Hamilton County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771194,specimen,BBSL173165,,R.A. Morse,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1960-07-18,1960,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.31370162963867,-73.43075561523438,WGS84,,,,,county,,36115,Washington,Washington County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771202,specimen,BBSL173629,,E.L. Quinter,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1990-07-14,1990,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,44.064701080322266,-75.48429870605469,,,,,,,,36049,Lewis,Lewis County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
436580696,specimen,Insect Collection 418440,,,fd0038d0-3e7b-11d9-8439-b8a03c50a862,Illinois Natural History Survey,68513375-3aa5-4f6f-9975-d97d56c21d61,Illinois Natural History Survey Insect Collection,1996-08-21,1996,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,41.724159240722656,-89.1969985961914,,,,,,,,17103,Lee,Lee County,Illinois,Illinois,,,,US,http://www.inhs.uiuc.edu,http://www.inhs.uiuc.edu/animals_plants/insect/,,,,,CC_BY_4_0
436581042,specimen,Insect Collection 418438,,,fd0038d0-3e7b-11d9-8439-b8a03c50a862,Illinois Natural History Survey,68513375-3aa5-4f6f-9975-d97d56c21d61,Illinois Natural History Survey Insect Collection,1996-08-21,1996,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,41.724159240722656,-89.1969985961914,,,,,,,,17103,Lee,Lee County,Illinois,Illinois,,,,US,http://www.inhs.uiuc.edu,http://www.inhs.uiuc.edu/animals_plants/insect/,,,,,CC_BY_4_0
